index,Gene symbol,HGNC ID,UniProt ID(s)
11405,OR10Q1,HGNC:15134,Q8NGQ4
11406,OR10R2,HGNC:14820,Q8NGX6
11407,OR10S1,HGNC:14807,Q8NGN2
11408,OR10T2,HGNC:14816,Q8NGX3
11409,OR10V1,HGNC:15136,Q8NGI7
11410,OR10W1,HGNC:15139,Q8NGF6
11411,OR10X1,HGNC:14995,Q8NGY0
11412,OR10Z1,HGNC:14996,Q8NGY1
11413,OR11A1,HGNC:8176,Q9GZK7
11414,OR11G2,HGNC:15346,Q8NGC1
11415,OR11H1,HGNC:15404,Q8NG94
11416,OR11H2,HGNC:14716,Q8NH07
11417,OR11H4,HGNC:15347,Q8NGC9
11418,OR11H6,HGNC:15349,Q8NGC7
11419,OR11H7,HGNC:15350,Q8NGC8
11420,OR11H12,HGNC:30738,B2RN74
11421,OR11L1,HGNC:14998,Q8NGX0
11422,OR12D1,HGNC:8177,P0DN82
11423,OR12D2,HGNC:8178,P58182
11424,OR12D3,HGNC:13963,Q9UGF7
11425,OR13A1,HGNC:14772,Q8NGR1
11426,OR13C2,HGNC:14701,Q8NGS9
11427,OR13C3,HGNC:14704,Q8NGS6
11428,OR13C4,HGNC:14722,Q8NGS5
11429,OR13C5,HGNC:15100,Q8NGS8
11430,OR13C7,HGNC:15102,P0DN81
11431,OR13C8,HGNC:15103,Q8NGS7
11432,OR13C9,HGNC:15104,Q8NGT0
11433,OR13D1,HGNC:14695,Q8NGV5
11434,OR13F1,HGNC:14723,Q8NGS4
11435,OR13G1,HGNC:14999,Q8NGZ3
11436,OR13H1,HGNC:14755,Q8NG92
11437,OR13J1,HGNC:15108,Q8NGT2
11438,OR14A2,HGNC:15024,Q96R54
11439,OR14A16,HGNC:15022,Q8NHC5
11440,OR14C36,HGNC:15026,Q8NHC7
11441,OR14I1,HGNC:19575,A6ND48
11442,OR14J1,HGNC:13971,Q9UGF5
11443,OR14K1,HGNC:15025,Q8NGZ2
11444,OR14L1,HGNC:15023,Q8NHC6
11445,OR51A2,HGNC:14764,Q8NGJ7
11446,OR51A4,HGNC:14795,Q8NGJ6
11447,OR51A7,HGNC:15188,Q8NH64
11448,OR51B2,HGNC:14703,Q9Y5P1
11449,OR51B4,HGNC:14708,Q9Y5P0
11450,OR51B5,HGNC:19599,Q9H339
11451,OR51B6,HGNC:19600,Q9H340
11452,OR51D1,HGNC:15193,Q8NGF3
11453,OR51E1,HGNC:15194,Q8TCB6
11454,OR51E2,HGNC:15195,Q9H255
11455,OR51F1,HGNC:15196,A6NGY5
11456,OR51F2,HGNC:15197,Q8NH61
11457,OR51G1,HGNC:14738,Q8NGK1
11458,OR51G2,HGNC:15198,Q8NGK0
11459,OR51H1,HGNC:14833,Q8NH63
11460,OR51I1,HGNC:15200,Q9H343
11461,OR51I2,HGNC:15201,Q9H344
11462,OR51J1,HGNC:14856,Q9H342
11463,OR51L1,HGNC:14759,Q8NGJ5
11464,OR51M1,HGNC:14847,Q9H341
11465,OR51Q1,HGNC:14851,Q8NH59
11466,OR51S1,HGNC:15204,Q8NGJ8
11467,OR51T1,HGNC:15205,Q8NGJ9
11468,OR51V1,HGNC:19597,Q9H2C8
11469,OR52A1,HGNC:8318,Q9UKL2
11470,OR52A5,HGNC:19580,Q9H2C5
11471,OR52B2,HGNC:15207,Q96RD2
11472,OR52B4,HGNC:15209,Q8NGK2
11473,OR52B6,HGNC:15211,Q8NGF0
11474,OR52D1,HGNC:15212,Q9H346
11475,OR52E1,HGNC:14766,Q8NGJ3
11476,OR52E2,HGNC:14769,Q8NGJ4
11477,OR52E4,HGNC:15213,Q8NGH9
11478,OR52E5,HGNC:15214,Q8NH55
11479,OR52E6,HGNC:15215,Q96RD3
11480,OR52E8,HGNC:15217,Q6IFG1
11481,OR52H1,HGNC:15218,Q8NGJ2
11482,OR52I1,HGNC:15220,Q8NGK6
11483,OR52I2,HGNC:15221,Q8NH67
11484,OR52J3,HGNC:14799,Q8NH60
11485,OR52K1,HGNC:15222,Q8NGK4
11486,OR52K2,HGNC:15223,Q8NGK3
11487,OR52L1,HGNC:14785,Q8NGH7
11488,OR52M1,HGNC:15225,Q8NGK5
11489,OR52N1,HGNC:14853,Q8NH53
11490,OR52N2,HGNC:15228,Q8NGI0
11491,OR52N4,HGNC:15230,Q8NGI2
11492,OR52N5,HGNC:15231,Q8NH56
11493,OR52P1,HGNC:15232,Q8NH57
11494,OR52R1,HGNC:15235,Q8NGF1
11495,OR52W1,HGNC:15239,Q6IF63
11496,OR56A1,HGNC:14781,Q8NGH5
11497,OR56A3,HGNC:14786,Q8NH54
11498,OR56A4,HGNC:14791,Q8NGH8
11499,OR56A5,HGNC:14792,P0C7T3
11500,OR56B1,HGNC:15245,Q8NGI3
11501,OR56B4,HGNC:15248,Q8NH76
11502,ORAI1,HGNC:25896,Q96D31
11503,ORAI2,HGNC:21667,Q96SN7
11504,ORAI3,HGNC:28185,Q9BRQ5
11505,ORC1,HGNC:8487,Q13415
11506,ORC2,HGNC:8488,Q13416
11507,ORC3,HGNC:8489,Q9UBD5
11508,ORC4,HGNC:8490,O43929
11509,ORC5,HGNC:8491,O43913
11510,ORC6,HGNC:17151,Q9Y5N6
11511,ORM1,HGNC:8498,P02763
11512,ORM2,HGNC:8499,P19652
11513,ORMDL1,HGNC:16036,Q9P0S3
11514,ORMDL2,HGNC:16037,Q53FV1
11515,ORMDL3,HGNC:16038,Q8N138
11516,OS9,HGNC:16994,Q13438
11517,OSBP,HGNC:8503,P22059
11518,OSBP2,HGNC:8504,Q969R2
11519,OSBPL1A,HGNC:16398,Q9BXW6
11520,OSBPL2,HGNC:15761,Q9H1P3
11521,OSBPL3,HGNC:16370,Q9H4L5
11522,OSBPL5,HGNC:16392,Q9H0X9
11523,OSBPL6,HGNC:16388,Q9BZF3
11524,OSBPL7,HGNC:16387,Q9BZF2
11525,OSBPL8,HGNC:16396,Q9BZF1
11526,OSBPL9,HGNC:16386,Q96SU4
11527,OSBPL10,HGNC:16395,Q9BXB5
11528,OSBPL11,HGNC:16397,Q9BXB4
11529,OSCAR,HGNC:29960,Q8IYS5
11530,OSCP1,HGNC:29971,Q8WVF1
11531,OSER1,HGNC:16105,Q9NX31
11532,OSGEP,HGNC:18028,Q9NPF4
11533,OSGEPL1,HGNC:23075,Q9H4B0
11534,OSGIN1,HGNC:30093,Q9UJX0
11535,OSGIN2,HGNC:1355,Q9Y236
11536,OSM,HGNC:8506,P13725
11537,OSMR,HGNC:8507,Q99650
11538,OSR1,HGNC:8111,Q8TAX0
11539,OSR2,HGNC:15830,Q8N2R0
11540,OST4,HGNC:32483,P0C6T2
11541,OSTC,HGNC:24448,Q9NRP0
11542,OSTF1,HGNC:8510,Q92882
11543,OSTM1,HGNC:21652,Q86WC4
11544,OSTN,HGNC:29961,P61366
11545,OTC,HGNC:8512,P00480
11546,OTOA,HGNC:16378,Q7RTW8
11547,OTOF,HGNC:8515,Q9HC10
11548,OTOG,HGNC:8516,Q6ZRI0
11549,OTOGL,HGNC:26901,Q3ZCN5
11550,OTOL1,HGNC:34071,A6NHN0
11551,OTOP1,HGNC:19656,Q7RTM1
11552,OTOP2,HGNC:19657,Q7RTS6
11553,OTOP3,HGNC:19658,Q7RTS5
11554,OTOR,HGNC:8517,Q9NRC9
11555,OTOS,HGNC:22644,Q8NHW6
11556,OTP,HGNC:8518,Q5XKR4
11557,OTUB1,HGNC:23077,Q96FW1
11558,OTUB2,HGNC:20351,Q96DC9
11559,OTUD1,HGNC:27346,Q5VV17
11560,OTUD3,HGNC:29038,Q5T2D3
11561,OTUD4,HGNC:24949,Q01804
11562,OTUD5,HGNC:25402,Q96G74
11563,OTUD6A,HGNC:32312,Q7L8S5
11564,OTUD6B,HGNC:24281,Q8N6M0
11565,OTUD7A,HGNC:20718,Q8TE49
11566,OTUD7B,HGNC:16683,Q6GQQ9
11567,OTULIN,HGNC:25118,Q96BN8
11568,OTULINL,HGNC:25629,Q9NUU6
11569,OTX1,HGNC:8521,P32242
11570,OTX2,HGNC:8522,P32243
11571,OVCA2,HGNC:24203,Q8WZ82
11572,OVCH1,HGNC:23080,Q7RTY7
11573,OVCH2,HGNC:29970,Q7RTZ1
11574,OVGP1,HGNC:8524,Q12889
11575,OVOL1,HGNC:8525,O14753
11576,OVOL2,HGNC:15804,Q9BRP0
11577,OVOL3,HGNC:14186,O00110
11578,OXA1L,HGNC:8526,Q15070
11579,OXCT1,HGNC:8527,P55809
11580,OXCT2,HGNC:18606,Q9BYC2
11581,OXER1,HGNC:24884,Q8TDS5
11582,OXGR1,HGNC:4531,Q96P68
11583,OXLD1,HGNC:27901,Q5BKU9
11584,OXNAD1,HGNC:25128,Q96HP4
11585,OXR1,HGNC:15822,Q8N573
11586,OXSM,HGNC:26063,Q9NWU1
11587,OXSR1,HGNC:8508,O95747
11588,OXT,HGNC:8528,P01178
11589,OXTR,HGNC:8529,P30559
11590,P2RX1,HGNC:8533,P51575
11591,P2RX2,HGNC:15459,Q9UBL9
11592,P2RX3,HGNC:8534,P56373
11593,P2RX4,HGNC:8535,Q99571
11594,P2RX5,HGNC:8536,Q93086
11595,P2RX6,HGNC:8538,O15547
11596,P2RX7,HGNC:8537,Q99572
11597,P2RY1,HGNC:8539,P47900
11598,P2RY2,HGNC:8541,P41231
11599,P2RY4,HGNC:8542,P51582
11600,P2RY6,HGNC:8543,Q15077
11601,P2RY8,HGNC:15524,Q86VZ1
11602,P2RY10,HGNC:19906,O00398
11603,P2RY11,HGNC:8540,Q96G91
11604,P2RY12,HGNC:18124,Q9H244
11605,P2RY13,HGNC:4537,Q9BPV8
11606,P2RY14,HGNC:16442,Q15391
11607,P3H1,HGNC:19316,Q32P28
11608,P3H2,HGNC:19317,Q8IVL5
11609,P3H3,HGNC:19318,Q8IVL6
11610,P3H4,HGNC:16946,Q92791
11611,P3R3URF,HGNC:53451,A0A087WWA1
11612,P4HA1,HGNC:8546,P13674
11613,P4HA2,HGNC:8547,O15460
11614,P4HA3,HGNC:30135,Q7Z4N8
11615,P4HB,HGNC:8548,P07237
11616,P4HTM,HGNC:28858,Q9NXG6
11617,PA2G4,HGNC:8550,Q9UQ80
11618,PAAF1,HGNC:25687,Q9BRP4
11619,PABIR1,HGNC:23490,Q96E09
11620,PABIR2,HGNC:30490,Q7Z309
11621,PABIR3,HGNC:25202,Q6P4D5
11622,PABPC1,HGNC:8554,P11940
11623,PABPC1L,HGNC:15797,Q4VXU2
11624,PABPC1L2A,HGNC:27989,Q5JQF8
11625,PABPC1L2B,HGNC:31852,Q5JQF8
11626,PABPC3,HGNC:8556,Q9H361
11627,PABPC4,HGNC:8557,Q13310
11628,PABPC4L,HGNC:31955,P0CB38
11629,PABPC5,HGNC:13629,Q96DU9
11630,PABPN1,HGNC:8565,Q86U42
11631,PABPN1L,HGNC:37237,A6NDY0
11632,PACC1,HGNC:25593,Q9H813
11633,PACRG,HGNC:19152,Q96M98
11634,PACRGL,HGNC:28442,Q8N7B6
11635,PACS1,HGNC:30032,Q6VY07
11636,PACS2,HGNC:23794,Q86VP3
11637,PACSIN1,HGNC:8570,Q9BY11
11638,PACSIN2,HGNC:8571,Q9UNF0
11639,PACSIN3,HGNC:8572,Q9UKS6
11640,PADI1,HGNC:18367,Q9ULC6
11641,PADI2,HGNC:18341,Q9Y2J8
11642,PADI3,HGNC:18337,Q9ULW8
11643,PADI4,HGNC:18368,Q9UM07
11644,PADI6,HGNC:20449,Q6TGC4
11645,PAEP,HGNC:8573,P09466
11646,PAF1,HGNC:25459,Q8N7H5
11647,PAFAH1B1,HGNC:8574,P43034
11648,PAFAH1B2,HGNC:8575,P68402
11649,PAFAH1B3,HGNC:8576,Q15102
11650,PAFAH2,HGNC:8579,Q99487
11651,PAG1,HGNC:30043,Q9NWQ8
11652,PAGE1,HGNC:4107,O75459
11653,PAGE2,HGNC:31804,Q7Z2X7
11654,PAGE2B,HGNC:31805,Q5JRK9
11655,PAGE3,HGNC:4110,Q5JUK9
11656,PAGE4,HGNC:4108,O60829
11657,PAGE5,HGNC:29992,Q96GU1
11658,PAGR1,HGNC:28707,Q9BTK6
11659,PAH,HGNC:8582,P00439
11660,PAICS,HGNC:8587,P22234
11661,PAIP1,HGNC:16945,Q9H074
11662,PAIP2,HGNC:17970,Q9BPZ3
11663,PAIP2B,HGNC:29200,Q9ULR5
11664,PAK1,HGNC:8590,Q13153
11665,PAK1IP1,HGNC:20882,Q9NWT1
11666,PAK2,HGNC:8591,Q13177
11667,PAK3,HGNC:8592,O75914
11668,PAK4,HGNC:16059,O96013
11669,PAK5,HGNC:15916,Q9P286
11670,PAK6,HGNC:16061,Q9NQU5
11671,PALB2,HGNC:26144,Q86YC2
11672,PALD1,HGNC:23530,Q9ULE6
11673,PALLD,HGNC:17068,Q8WX93
11674,PALM,HGNC:8594,O75781
11675,PALM2AKAP2,HGNC:33529,Q9Y2D5
11676,PALM3,HGNC:33274,A6NDB9
11677,PALMD,HGNC:15846,Q9NP74
11678,PALS1,HGNC:18669,Q8N3R9
11679,PALS2,HGNC:18167,Q9NZW5
11680,PAM,HGNC:8596,P19021
11681,PAM16,HGNC:29679,Q9Y3D7
11682,PAMR1,HGNC:24554,Q6UXH9
11683,PAN2,HGNC:20074,Q504Q3
11684,PAN3,HGNC:29991,Q58A45
11685,PANK1,HGNC:8598,Q8TE04
11686,PANK2,HGNC:15894,Q9BZ23
11687,PANK3,HGNC:19365,Q9H999
11688,PANK4,HGNC:19366,Q9NVE7
11689,PANO1,HGNC:51237,I0J062
11690,PANX1,HGNC:8599,Q96RD7
11691,PANX2,HGNC:8600,Q96RD6
11692,PANX3,HGNC:20573,Q96QZ0
11693,PAOX,HGNC:20837,Q6QHF9
11694,PAPLN,HGNC:19262,O95428
11695,PAPOLA,HGNC:14981,P51003
11696,PAPOLB,HGNC:15970,Q9NRJ5
11697,PAPOLG,HGNC:14982,Q9BWT3
11698,PAPPA,HGNC:8602,Q13219
11699,PAPPA2,HGNC:14615,Q9BXP8
11700,PAPSS1,HGNC:8603,O43252
11701,PAPSS2,HGNC:8604,O95340
11702,PAQR3,HGNC:30130,Q6TCH7
11703,PAQR4,HGNC:26386,Q8N4S7
11704,PAQR5,HGNC:29645,Q9NXK6
11705,PAQR6,HGNC:30132,Q6TCH4
11706,PAQR7,HGNC:23146,Q86WK9
11707,PAQR8,HGNC:15708,Q8TEZ7
11708,PAQR9,HGNC:30131,Q6ZVX9
11709,PARD3,HGNC:16051,Q8TEW0
11710,PARD3B,HGNC:14446,Q8TEW8
11711,PARD6A,HGNC:15943,Q9NPB6
11712,PARD6B,HGNC:16245,Q9BYG5
11713,PARD6G,HGNC:16076,Q9BYG4
11714,PARG,HGNC:8605,Q86W56
11715,PARK7,HGNC:16369,Q99497
11716,PARL,HGNC:18253,Q9H300
11717,PARM1,HGNC:24536,Q6UWI2
11718,PARN,HGNC:8609,O95453
11719,PARP1,HGNC:270,P09874
11720,PARP2,HGNC:272,Q9UGN5
11721,PARP3,HGNC:273,Q9Y6F1
11722,PARP4,HGNC:271,Q9UKK3
11723,PARP6,HGNC:26921,Q2NL67
11724,PARP8,HGNC:26124,Q8N3A8
11725,PARP9,HGNC:24118,Q8IXQ6
11726,PARP10,HGNC:25895,Q53GL7
11727,PARP11,HGNC:1186,Q9NR21
11728,PARP12,HGNC:21919,Q9H0J9
11729,PARP14,HGNC:29232,Q460N5
11730,PARP15,HGNC:26876,Q460N3
11731,PARP16,HGNC:26040,Q8N5Y8
11732,PARPBP,HGNC:26074,Q9NWS1
11733,PARS2,HGNC:30563,Q7L3T8
11734,PARVA,HGNC:14652,Q9NVD7
11735,PARVB,HGNC:14653,Q9HBI1
11736,PARVG,HGNC:14654,Q9HBI0
11737,PASD1,HGNC:20686,Q8IV76
11738,PASK,HGNC:17270,Q96RG2
11739,PATE1,HGNC:24664,Q8WXA2
11740,PATE2,HGNC:32249,Q6UY27
11741,PATE3,HGNC:35426,B3GLJ2
11742,PATE4,HGNC:35427,P0C8F1
11743,PATJ,HGNC:28881,Q8NI35
11744,PATL1,HGNC:26721,Q86TB9
11745,PATL2,HGNC:33630,C9JE40
11746,PATZ1,HGNC:13071,Q9HBE1
11747,PAWR,HGNC:8614,Q96IZ0
11748,PAX1,HGNC:8615,P15863
11749,PAX2,HGNC:8616,Q02962
11750,PAX3,HGNC:8617,P23760
11751,PAX4,HGNC:8618,O43316
11752,PAX5,HGNC:8619,Q02548
11753,PAX6,HGNC:8620,P26367
11754,PAX7,HGNC:8621,P23759
11755,PAX8,HGNC:8622,Q06710
11756,PAX9,HGNC:8623,P55771
11757,PAXBP1,HGNC:13579,Q9Y5B6
11758,PAXIP1,HGNC:8624,Q6ZW49
11759,PAXX,HGNC:27849,Q9BUH6
11760,PBDC1,HGNC:28790,Q9BVG4
11761,PBK,HGNC:18282,Q96KB5
11762,PBLD,HGNC:23301,P30039
11763,PBOV1,HGNC:21079,Q9GZY1
11764,PBRM1,HGNC:30064,Q86U86
11765,PBX1,HGNC:8632,P40424
11766,PBX2,HGNC:8633,P40425
11767,PBX3,HGNC:8634,P40426
11768,PBX4,HGNC:13403,Q9BYU1
11769,PBXIP1,HGNC:21199,Q96AQ6
11770,PC,HGNC:8636,P11498
11771,PCARE,HGNC:34383,A6NGG8
11772,PCBD1,HGNC:8646,P61457
11773,PCBD2,HGNC:24474,Q9H0N5
11774,PCBP1,HGNC:8647,Q15365
11775,PCBP2,HGNC:8648,Q15366
11776,PCBP3,HGNC:8651,P57721
11777,PCBP4,HGNC:8652,P57723
11778,PCCA,HGNC:8653,P05165
11779,PCCB,HGNC:8654,P05166
11780,PCDH1,HGNC:8655,Q08174
11781,PCDH7,HGNC:8659,O60245
11782,PCDH8,HGNC:8660,O95206
11783,PCDH9,HGNC:8661,Q9HC56
11784,PCDH10,HGNC:13404,Q9P2E7
11785,PCDH11X,HGNC:8656,Q9BZA7
11786,PCDH11Y,HGNC:15813,Q9BZA8
11787,PCDH12,HGNC:8657,Q9NPG4
11788,PCDH15,HGNC:14674,Q96QU1
11789,PCDH17,HGNC:14267,O14917
11790,PCDH18,HGNC:14268,Q9HCL0
11791,PCDH19,HGNC:14270,Q8TAB3
11792,PCDH20,HGNC:14257,Q8N6Y1
11793,PCDHA@,HGNC:8662,[2]
11794,PCDHB@,HGNC:8679,[3]
11795,PCDHG@,HGNC:8695,[4]
11796,PCED1A,HGNC:16212,Q9H1Q7
11797,PCED1B,HGNC:28255,Q96HM7
11798,PCF11,HGNC:30097,O94913
11799,PCGF1,HGNC:17615,Q9BSM1
11800,PCGF2,HGNC:12929,P35227
11801,PCGF3,HGNC:10066,Q3KNV8
11802,PCGF5,HGNC:28264,Q86SE9
11803,PCGF6,HGNC:21156,Q9BYE7
11804,PCID2,HGNC:25653,Q5JVF3
11805,PCIF1,HGNC:16200,Q9H4Z3
11806,PCK1,HGNC:8724,P35558
11807,PCK2,HGNC:8725,Q16822
11808,PCLAF,HGNC:28961,Q15004
11809,PCLO,HGNC:13406,Q9Y6V0
11810,PCM1,HGNC:8727,Q15154
11811,PCMT1,HGNC:8728,P22061
11812,PCMTD1,HGNC:30483,Q96MG8
11813,PCMTD2,HGNC:15882,Q9NV79
11814,PCNA,HGNC:8729,P12004
11815,PCNP,HGNC:30023,Q8WW12
11816,PCNT,HGNC:16068,O95613
11817,PCNX1,HGNC:19740,Q96RV3
11818,PCNX2,HGNC:8736,A6NKB5
11819,PCNX3,HGNC:18760,Q9H6A9
11820,PCNX4,HGNC:20349,Q63HM2
11821,PCOLCE,HGNC:8738,Q15113
11822,PCOLCE2,HGNC:8739,Q9UKZ9
11823,PCP2,HGNC:30209,Q8IVA1
11824,PCP4,HGNC:8742,P48539
11825,PCP4L1,HGNC:20448,A6NKN8
11826,PCSK1,HGNC:8743,P29120
11827,PCSK1N,HGNC:17301,Q9UHG2
11828,PCSK2,HGNC:8744,P16519
11829,PCSK4,HGNC:8746,Q6UW60
11830,PCSK5,HGNC:8747,Q92824
11831,PCSK6,HGNC:8569,P29122
11832,PCSK7,HGNC:8748,Q16549
11833,PCSK9,HGNC:20001,Q8NBP7
11834,PCTP,HGNC:8752,Q9UKL6
11835,PCYOX1,HGNC:20588,Q9UHG3
11836,PCYOX1L,HGNC:28477,Q8NBM8
11837,PCYT1A,HGNC:8754,P49585
11838,PCYT1B,HGNC:8755,Q9Y5K3
11839,PCYT2,HGNC:8756,Q99447
11840,PDAP1,HGNC:14634,Q13442
11841,PDC,HGNC:8759,P20941
11842,PDCD1,HGNC:8760,Q15116
11843,PDCD1LG2,HGNC:18731,Q9BQ51
11844,PDCD2,HGNC:8762,Q16342
11845,PDCD2L,HGNC:28194,Q9BRP1
11846,PDCD4,HGNC:8763,Q53EL6
11847,PDCD5,HGNC:8764,O14737
11848,PDCD6,HGNC:8765,O75340
11849,PDCD6IP,HGNC:8766,Q8WUM4
11850,PDCD7,HGNC:8767,Q8N8D1
11851,PDCD10,HGNC:8761,Q9BUL8
11852,PDCD11,HGNC:13408,Q14690
11853,PDCL,HGNC:8770,Q13371
11854,PDCL2,HGNC:29524,Q8N4E4
11855,PDCL3,HGNC:28860,Q9H2J4
11856,PDE1A,HGNC:8774,P54750
11857,PDE1B,HGNC:8775,Q01064
11858,PDE1C,HGNC:8776,Q14123
11859,PDE2A,HGNC:8777,O00408
11860,PDE3A,HGNC:8778,Q14432
11861,PDE3B,HGNC:8779,Q13370
11862,PDE4A,HGNC:8780,P27815
11863,PDE4B,HGNC:8781,Q07343
11864,PDE4C,HGNC:8782,Q08493
11865,PDE4D,HGNC:8783,Q08499
11866,PDE4DIP,HGNC:15580,Q5VU43
11867,PDE5A,HGNC:8784,O76074
11868,PDE6A,HGNC:8785,P16499
11869,PDE6B,HGNC:8786,P35913
11870,PDE6C,HGNC:8787,P51160
11871,PDE6D,HGNC:8788,O43924
11872,PDE6G,HGNC:8789,P18545
11873,PDE6H,HGNC:8790,Q13956
11874,PDE7A,HGNC:8791,Q13946
11875,PDE7B,HGNC:8792,Q9NP56
11876,PDE8A,HGNC:8793,O60658
11877,PDE8B,HGNC:8794,O95263
11878,PDE9A,HGNC:8795,O76083
11879,PDE10A,HGNC:8772,Q9Y233
11880,PDE11A,HGNC:8773,Q9HCR9
11881,PDE12,HGNC:25386,Q6L8Q7
11882,PDF,HGNC:30012,Q9HBH1
11883,PDGFA,HGNC:8799,P04085
11884,PDGFB,HGNC:8800,P01127
11885,PDGFC,HGNC:8801,Q9NRA1
11886,PDGFD,HGNC:30620,Q9GZP0
11887,PDGFRA,HGNC:8803,P16234
11888,PDGFRB,HGNC:8804,P09619
11889,PDGFRL,HGNC:8805,Q15198
11890,PDHA1,HGNC:8806,P08559
11891,PDHA2,HGNC:8807,P29803
11892,PDHB,HGNC:8808,P11177
11893,PDHX,HGNC:21350,O00330
11894,PDIA2,HGNC:14180,Q13087
11895,PDIA3,HGNC:4606,P30101
11896,PDIA4,HGNC:30167,P13667
11897,PDIA5,HGNC:24811,Q14554
11898,PDIA6,HGNC:30168,Q15084
11899,PDIK1L,HGNC:18981,Q8N165
11900,PDILT,HGNC:27338,Q8N807
11901,PDK1,HGNC:8809,Q15118
11902,PDK2,HGNC:8810,Q15119
11903,PDK3,HGNC:8811,Q15120
11904,PDK4,HGNC:8812,Q16654
11905,PDLIM1,HGNC:2067,O00151
11906,PDLIM2,HGNC:13992,Q96JY6
11907,PDLIM3,HGNC:20767,Q53GG5
11908,PDLIM4,HGNC:16501,P50479
11909,PDLIM5,HGNC:17468,Q96HC4
11910,PDLIM7,HGNC:22958,Q9NR12
11911,PDP1,HGNC:9279,Q9P0J1
11912,PDP2,HGNC:30263,Q9P2J9
11913,PDPK1,HGNC:8816,O15530
11914,PDPN,HGNC:29602,Q86YL7
11915,PDPR,HGNC:30264,Q8NCN5
11916,PDRG1,HGNC:16119,Q9NUG6
11917,PDS5A,HGNC:29088,Q29RF7
11918,PDS5B,HGNC:20418,Q9NTI5
11919,PDSS1,HGNC:17759,Q5T2R2
11920,PDSS2,HGNC:23041,Q86YH6
11921,PDX1,HGNC:6107,P52945
11922,PDXDC1,HGNC:28995,Q6P996
11923,PDXK,HGNC:8819,O00764
11924,PDXP,HGNC:30259,Q96GD0
11925,PDYN,HGNC:8820,P01213
11926,PDZD2,HGNC:18486,O15018
11927,PDZD4,HGNC:21167,Q76G19
11928,PDZD7,HGNC:26257,Q9H5P4
11929,PDZD8,HGNC:26974,Q8NEN9
11930,PDZD9,HGNC:28740,Q8IXQ8
11931,PDZD11,HGNC:28034,Q5EBL8
11932,PDZK1,HGNC:8821,Q5T2W1
11933,PDZK1IP1,HGNC:16887,Q13113
11934,PDZRN3,HGNC:17704,Q9UPQ7
11935,PDZRN4,HGNC:30552,Q6ZMN7
11936,PEA15,HGNC:8822,Q15121
11937,PEAK1,HGNC:29431,Q9H792
11938,PEAK3,HGNC:24793,Q6ZS72
11939,PEAR1,HGNC:33631,Q5VY43
11940,PEBP1,HGNC:8630,P30086
11941,PEBP4,HGNC:28319,Q96S96
11942,PECAM1,HGNC:8823,P16284
11943,PECR,HGNC:18281,Q9BY49
11944,PEDS1,HGNC:16735,A5PLL7
11945,PEF1,HGNC:30009,Q9UBV8
11946,PEG3,HGNC:8826,Q9GZU2
11947,PEG10,HGNC:14005,Q86TG7
11948,PELI1,HGNC:8827,Q96FA3
11949,PELI2,HGNC:8828,Q9HAT8
11950,PELI3,HGNC:30010,Q8N2H9
11951,PELO,HGNC:8829,Q9BRX2
11952,PELP1,HGNC:30134,Q8IZL8
11953,PEMT,HGNC:8830,Q9UBM1
11954,PENK,HGNC:8831,P01210
11955,PEPD,HGNC:8840,P12955
11956,PER1,HGNC:8845,O15534
11957,PER2,HGNC:8846,O15055
11958,PER3,HGNC:8847,P56645
11959,PERCC1,HGNC:52293,A0A1W2PR82
11960,PERM1,HGNC:28208,Q5SV97
11961,PERP,HGNC:17637,Q96FX8
11962,PES1,HGNC:8848,O00541
11963,PET100,HGNC:40038,P0DJ07
11964,PET117,HGNC:40045,Q6UWS5
11965,PEX1,HGNC:8850,O43933
11966,PEX2,HGNC:9717,P28328
11967,PEX3,HGNC:8858,P56589
11968,PEX5,HGNC:9719,P50542
11969,PEX5L,HGNC:30024,Q8IYB4
11970,PEX6,HGNC:8859,Q13608
11971,PEX7,HGNC:8860,O00628
11972,PEX10,HGNC:8851,O60683
11973,PEX11A,HGNC:8852,O75192
11974,PEX11B,HGNC:8853,O96011
11975,PEX11G,HGNC:20208,Q96HA9
11976,PEX12,HGNC:8854,O00623
11977,PEX13,HGNC:8855,Q92968
11978,PEX14,HGNC:8856,O75381
11979,PEX16,HGNC:8857,Q9Y5Y5
11980,PEX19,HGNC:9713,P40855
11981,PEX26,HGNC:22965,Q7Z412
11982,PF4,HGNC:8861,P02776
11983,PF4V1,HGNC:8862,P10720
11984,PFAS,HGNC:8863,O15067
11985,PFDN1,HGNC:8866,O60925
11986,PFDN2,HGNC:8867,Q9UHV9
11987,PFDN4,HGNC:8868,Q9NQP4
11988,PFDN5,HGNC:8869,Q99471
11989,PFDN6,HGNC:4926,O15212
11990,PFKFB1,HGNC:8872,P16118
11991,PFKFB2,HGNC:8873,O60825
11992,PFKFB3,HGNC:8874,Q16875
11993,PFKFB4,HGNC:8875,Q16877
11994,PFKL,HGNC:8876,P17858
11995,PFKM,HGNC:8877,P08237
11996,PFKP,HGNC:8878,Q01813
11997,PFN1,HGNC:8881,P07737
11998,PFN2,HGNC:8882,P35080
11999,PFN3,HGNC:18627,P60673
12000,PFN4,HGNC:31103,Q8NHR9
12001,PGA3,HGNC:8885,P0DJD8
12002,PGA4,HGNC:8886,P0DJD7
12003,PGA5,HGNC:8887,P0DJD9
12004,PGAM1,HGNC:8888,P18669
